23824|A|0|0|0|1|0|1|2016-03-04 04:59:57|2016-03-04 04:59:40|121.457847|31.192488|4.3|240.0|7|000|A|0|1|5|0|0|2|2016-03-04 05:00:01|2016-03-04 04:59:43|121.509052|31.193322|0.0|239.0|9|000
26443|A|0|0|0|0|0|1|2016-03-04 04:38:50|2016-03-04 04:38:33|121.408613|31.281390|25.4|267.0|5|025|A|0|1|1|0|0|2|2016-03-04 05:00:01|2016-03-04 04:59:43|121.310338|31.248497|0.0|240.0|7|000
11240|A|0|0|0|0|0|1|2016-03-04 04:50:28|2016-03-04 04:49:36|121.364343|31.243907|48.3|15.0|4|040|A|0|1|1|0|0|2|2016-03-04 05:00:02|2016-03-04 04:59:46|121.370957|31.275527|27.5|183.0|4|027
23824|A|0|0|0|1|0|1|2016-03-04 05:00:07|2016-03-04 04:59:50|121.457858|31.192402|0.0|218.0|6|000|A|0|1|5|0|0|2|2016-03-04 05:00:10|2016-03-04 04:59:53|121.509052|31.193322|0.0|239.0|11|000
11947|A|0|0|0|0|0|1|2016-03-04 04:53:40|2016-03-04 04:46:49|121.445267|31.170665|25.0|67.0|9|025|A|0|1|1|0|1|2|2016-03-04 05:00:13|2016-03-04 04:59:54|121.452662|31.248803|0.0|146.0|9|000
23824|A|0|0|0|1|0|1|2016-03-04 05:00:17|2016-03-04 05:00:00|121.457952|31.192315|10.6|163.0|6|007|A|0|1|5|0|0|2|2016-03-04 05:00:20|2016-03-04 05:00:03|121.509052|31.193322|0.0|239.0|9|000
23824|A|0|0|0|1|0|1|2016-03-04 05:00:27|2016-03-04 05:00:10|121.458405|31.191767|32.9|151.0|6|026|A|0|1|5|0|0|2|2016-03-04 05:00:30|2016-03-04 05:00:13|121.509052|31.193322|0.0|239.0|10|000
25841|A|0|0|0|0|0|1|2016-03-04 04:53:53|2016-03-04 04:53:36|121.436147|31.318863|17.3|15.0|11|000|A|0|1|5|0|0|2|2016-03-04 05:00:46|2016-03-04 05:00:29|121.436233|31.316817|37.9|177.0|12|037
26392|A|0|0|0|0|0|1|2016-03-04 04:14:22|2016-03-04 04:14:06|121.442232|31.207098|2.8|210.0|8|000|A|0|1|1|0|0|2|2016-03-04 05:01:04|2016-03-04 05:00:47|121.539513|31.271063|0.0|39.0|10|000
25789|A|0|0|0|0|0|1|2016-03-04 03:57:12|2016-03-04 03:56:56|121.524485|31.287015|0.0|304.0|8|000|A|0|1|5|0|0|2|2016-03-04 05:01:15|2016-03-04 05:00:58|121.524443|31.287075|0.0|343.0|9|000
23351|A|0|0|0|0|0|1|2016-03-04 04:54:03|2016-03-04 04:53:46|121.536822|31.243955|10.2|245.0|7|007|A|0|1|1|0|0|2|2016-03-04 05:01:23|2016-03-04 05:01:06|121.535477|31.236433|51.1|68.0|6|052
23641|A|0|0|0|0|0|1|2016-03-04 04:31:16|2016-03-04 04:30:59|121.445858|31.226415|8.1|187.0|8|000|A|0|1|1|0|0|2|2016-03-04 05:01:26|2016-03-04 05:01:07|121.371618|31.323217|22.1|355.0|9|020
25962|A|0|0|0|0|0|1|2016-03-04 00:40:04|2016-03-04 00:39:48|121.537395|31.291302|0.0|214.0|9|000|A|0|1|5|0|0|2|2016-03-04 05:02:15|2016-03-04 05:01:58|121.537500|31.291255|0.0|214.0|8|000
26161|A|0|0|0|0|0|1|2016-03-04 05:01:25|2016-03-04 05:01:08|121.397438|31.246597|22.6|251.0|11|022|A|0|1|1|0|1|2|2016-03-04 05:02:17|2016-03-04 05:02:00|121.395142|31.246370|0.0|96.0|12|000
26080|A|0|0|0|0|0|1|2016-03-04 04:58:56|2016-03-04 04:58:39|121.402298|31.328322|2.9|30.0|11|000|A|0|1|1|0|0|2|2016-03-04 05:02:38|2016-03-04 05:02:21|121.391362|31.332418|2.4|347.0|10|000
26352|A|0|0|0|0|0|1|2016-03-04 01:43:09|2016-03-04 01:42:52|121.401320|31.353758|0.0|17.0|8|000|A|0|1|1|0|0|2|2016-03-04 05:02:50|2016-03-04 05:02:33|121.401355|31.353702|0.0|17.0|9|000
10703|A|0|0|0|0|0|1|2016-03-04 05:02:45|2016-03-04 05:02:19|121.478040|31.174845|17.8|232.0|10|017|A|0|1|V|0|1|2|2016-03-04 05:02:53|2010-01-01|121.412520|31.135412|0.0|0.0|0|000
10703|A|0|0|0|1|0|1|2016-03-04 05:02:57|2016-03-04 05:02:40|121.476158|31.173762|47.2|237.0|10|046|A|0|1|V|0|1|2|2016-03-04 05:03:03|2010-01-01|121.412520|31.135412|0.0|0.0|0|000
25922|A|0|0|0|0|0|1|2016-03-04 04:42:52|2016-03-04 04:42:35|121.230897|31.008918|1.9|150.0|8|000|A|0|1|1|0|1|2|2016-03-04 05:03:11|2016-03-04 05:02:54|121.307393|31.019057|0.0|355.0|9|000
10703|A|0|0|0|1|0|1|2016-03-04 05:03:07|2016-03-04 05:02:50|121.474943|31.173098|49.3|243.0|11|049|A|0|1|V|0|1|2|2016-03-04 05:03:13|2010-01-01|121.412520|31.135412|0.0|0.0|0|000
10703|A|0|0|0|1|0|1|2016-03-04 05:03:14|2016-03-04 05:02:57|121.474062|31.173240|47.9|313.0|10|047|A|0|1|V|0|0|2|2016-03-04 05:03:23|2010-01-01|121.412520|31.135412|12.3|0.0|0|000
26035|A|0|0|0|0|0|1|2016-03-04 04:52:25|2016-03-04 04:52:08|121.436658|31.242870|9.6|275.0|6|007|A|0|1|1|0|1|2|2016-03-04 05:03:25|2016-03-04 05:03:08|121.480330|31.252583|5.6|330.0|6|014
11049|A|0|0|1|0|1|1|2016-03-04 05:03:31|2016-03-04 04:56:57|121.327472|31.224737|4.8|38.0|9|000|A|0|1|1|0|1|2|2016-03-04 05:03:31|2016-03-04 04:56:37|121.327207|31.224847|0.0|77.0|8|000
