25120|A|0|0|0|0|0|1|2016-03-04 21:52:32|2016-03-04 21:52:15|121.452800|31.285648|39.6|355.0|4|032|A|0|1|V|0|0|2|2016-03-04 23:00:04|2010-01-01|121.481740|31.276818|0.0|0.0|0|000
20587|A|0|0|0|0|0|1|2016-03-04 22:49:38|2016-03-04 22:48:46|121.251117|31.011830|26.8|0.0|9|026|A|0|1|0|0|1|2|2016-03-04 23:00:06|2016-03-04 22:53:41|121.263335|31.020603|13.9|340.0|9|011
20587|A|0|0|0|0|1|1|2016-03-04 23:00:06|2016-03-04 22:53:07|121.263222|31.020642|15.9|128.0|9|017|A|0|1|0|0|0|2|2016-03-04 23:00:06|2016-03-04 22:53:37|121.263275|31.020558|9.9|119.0|8|006
23734|A|0|0|0|0|0|1|2016-03-04 22:55:41|2016-03-04 22:55:23|121.492125|31.170480|3.1|241.0|8|012|A|0|1|1|0|0|2|2016-03-04 23:00:07|2016-03-04 22:59:49|121.481397|31.163937|0.0|135.0|8|000
26448|A|0|0|0|0|0|1|2016-03-04 22:49:35|2016-03-04 22:49:17|121.353123|31.071118|18.4|162.0|10|017|A|0|1|0|0|0|2|2016-03-04 23:00:07|2016-03-04 22:59:49|121.391380|31.068247|0.0|70.0|11|000
25837|A|0|0|0|0|0|1|2016-03-04 22:57:47|2016-03-04 22:57:29|121.434443|31.279985|12.6|149.0|10|010|A|0|1|1|0|1|2|2016-03-04 23:00:07|2016-03-04 22:59:50|121.447005|31.281025|0.0|90.0|10|000
26300|A|0|0|0|0|0|1|2016-03-04 22:53:39|2016-03-04 22:53:21|121.598215|31.274793|24.5|302.0|9|023|A|0|1|1|0|0|2|2016-03-04 23:00:07|2016-03-04 22:59:50|121.582935|31.278617|0.0|165.0|8|000
26228|A|0|0|0|0|0|1|2016-03-04 22:54:21|2016-03-04 22:54:03|121.343957|31.171132|21.9|333.0|9|021|A|0|1|0|0|0|2|2016-03-04 23:00:09|2016-03-04 22:59:51|121.327335|31.172790|45.8|325.0|10|047
26184|A|0|0|0|0|0|1|2016-03-04 22:50:42|2016-03-04 22:50:25|121.512358|31.230552|15.5|261.0|5|008|A|0|1|1|0|0|2|2016-03-04 23:00:09|2016-03-04 22:59:51|121.514820|31.196783|0.0|147.0|5|005
12869|A|0|0|0|0|0|1|2016-03-04 23:00:09|2016-03-04 22:56:13|121.303337|31.212412|0.0|15.0|9|000|A|0|1|1|0|0|2|2016-03-04 23:00:09|2016-03-04 22:56:39|121.303337|31.212412|0.0|358.0|9|000
